date,taxa_compra_manha,taxa_venda_manha,PU_compra_manha,PU_venda_manha,PU_base_manha
2003-01-02,,,,,
2003-01-03,,,,,
2003-01-06,,,,,
2003-01-07,,,,,
2003-01-08,,,,,
2003-01-09,,,,,
2003-01-10,,,,,
2003-01-13,,,,,
2003-01-14,,,,,
2003-01-15,,,,,
2003-01-16,,,,,
2003-01-17,,,,,
2003-01-20,,,,,
2003-01-21,,,,,
2003-01-22,,,,,
2003-01-23,,,,,
2003-01-24,,,,,
2003-01-27,,,,,
2003-01-28,,,,,
2003-01-29,,,,,
2003-01-30,,,,,
2003-01-31,,,,,
2003-02-03,,,,,
2003-02-04,,,,,
2003-02-05,,,,,
2003-02-06,,,,,
2003-02-07,,,,,
2003-02-10,,,,,
2003-02-11,,,,,
2003-02-12,,,,,
2003-02-13,,,,,
2003-02-14,,,,,
2003-02-17,,,,,
2003-02-18,,,,,
2003-02-19,,,,,
2003-02-20,,,,,
2003-02-21,,,,,
2003-02-24,,,,,
2003-02-25,,,,,
2003-02-26,,,,,
2003-02-27,,,,,
2003-02-28,,,,,
2003-03-05,,,,,
2003-03-06,,,,,
2003-03-07,,,,,
2003-03-10,,,,,
2003-03-11,,,,,
2003-03-12,,,,,
2003-03-13,,,,,
2003-03-14,,,,,
2003-03-17,,,,,
2003-03-18,,,,,
2003-03-19,,,,,
2003-03-20,,,,,
2003-03-21,,,,,
2003-03-24,,,,,
2003-03-25,,,,,
2003-03-26,,,,,
2003-03-27,,,,,
2003-03-28,,,,,
2003-03-31,,,,,
2003-04-01,,,,,
2003-04-02,,,,,
2003-04-03,,,,,
2003-04-04,,,,,
2003-04-07,,,,,
2003-04-08,,,,,
2003-04-09,,,,,
2003-04-10,,,,,
2003-04-11,,,,,
2003-04-14,,,,,
2003-04-15,,,,,
2003-04-16,,,,,
2003-04-17,,,,,
2003-04-22,,,,,
2003-04-23,,,,,
2003-04-24,,,,,
2003-04-25,,,,,
2003-04-28,,,,,
2003-04-29,,,,,
2003-04-30,,,,,
2003-05-02,,,,,
2003-05-05,,,,,
2003-05-06,,,,,
2003-05-07,,,,,
2003-05-08,,,,,
2003-05-09,,,,,
2003-05-12,,,,,
2003-05-13,,,,,
2003-05-14,,,,,
2003-05-15,,,,,
2003-05-16,,,,,
2003-05-19,,,,,
2003-05-20,,,,,
2003-05-21,,,,,
2003-05-22,,,,,
2003-05-23,,,,,
2003-05-26,,,,,
2003-05-27,,,,,
2003-05-28,,,,,
2003-05-29,,,,,
2003-05-30,,,,,
2003-06-02,,,,,
2003-06-03,,,,,
2003-06-04,,,,,
2003-06-05,,,,,
2003-06-06,,,,,
2003-06-09,,,,,
2003-06-10,,,,,
2003-06-11,,,,,
2003-06-12,,,,,
2003-06-13,,,,,
2003-06-16,,,,,
2003-06-17,,,,,
2003-06-18,,,,,
2003-06-20,,,,,
2003-06-23,,,,,
2003-06-24,,,,,
2003-06-25,,,,,
2003-06-26,,,,,
2003-06-27,,,,,
2003-06-30,,,,,
2003-07-01,,,,,
2003-07-02,,,,,
2003-07-03,,,,,
2003-07-04,,,,,
2003-07-07,,,,,
2003-07-08,,,,,
2003-07-09,,,,,
2003-07-10,,,,,
2003-07-11,,,,,
2003-07-14,,,,,
2003-07-15,,,,,
2003-07-16,,,,,
2003-07-17,,,,,
2003-07-18,,,,,
2003-07-21,,,,,
2003-07-22,,,,,
2003-07-23,,,,,
2003-07-24,,,,,
2003-07-25,,,,,
2003-07-28,,,,,
2003-07-29,,,,,
2003-07-30,,,,,
2003-07-31,,,,,
2003-08-01,,,,,
2003-08-04,,,,,
2003-08-05,,,,,
2003-08-06,,,,,
2003-08-07,,,,,
2003-08-08,,,,,
2003-08-11,,,,,
2003-08-12,,,,,
2003-08-13,,,,,
2003-08-14,,,,,
2003-08-15,,,,,
2003-08-18,,,,,
2003-08-19,,,,,
2003-08-20,,,,,
2003-08-21,,,,,
2003-08-22,0.2093,0.2103,770.91,770.04,769.46
2003-08-25,0.2041,0.2051,776.04,775.17,774.59
2003-08-26,0.2038,0.2048,776.88,776.0,775.43
2003-08-27,0.1998,0.2008,780.97,780.09,779.52
2003-08-28,0.1943,0.1953,786.41,785.52,784.96
2003-08-29,0.1949,0.1959,786.43,785.54,784.99
2003-09-01,0.194,0.195,787.79,786.9,786.34
2003-09-02,0.1928,0.1938,789.4,788.52,787.96
2003-09-03,0.1934,0.1944,789.43,788.54,787.99
2003-09-04,0.1935,0.1945,789.89,789.01,788.45
2003-09-05,0.1904,0.1914,793.18,792.3,791.75
2003-09-08,0.187,0.188,796.75,795.86,795.31
2003-09-09,0.1894,0.1904,795.16,794.28,793.73
2003-09-10,0.1912,0.1922,794.13,793.25,792.7
2003-09-11,0.1893,0.1903,796.35,795.47,794.92
2003-09-12,0.1896,0.1906,796.63,795.76,795.21
2003-09-15,0.1882,0.1892,798.41,797.53,796.98
2003-09-16,0.1866,0.1876,800.36,799.48,798.93
2003-09-17,0.1885,0.1895,799.24,798.37,797.82
2003-09-18,0.1875,0.1885,800.66,799.79,799.24
2003-09-19,0.1861,0.1871,802.42,801.55,801.01
2003-09-22,0.1847,0.1857,804.19,803.32,802.77
2003-09-23,0.1844,0.1854,804.99,804.12,803.58
2003-09-24,0.1863,0.1873,803.88,803.02,802.47
2003-09-25,0.1854,0.1864,805.21,804.34,803.8
2003-09-26,0.1874,0.1884,804.03,803.17,802.62
2003-09-29,0.1884,0.1894,803.72,802.86,802.31
2003-09-30,0.1888,0.1898,803.93,803.08,802.52
2003-10-01,0.1848,0.1858,807.9,807.04,806.5
2003-10-02,0.1834,0.1844,809.64,808.78,808.24
2003-10-03,0.1827,0.1837,810.78,809.93,809.38
